date,headline,source,sentiment_label,sentiment_score,description,url
2026-02-02,"Trump, Modi Reach Trade Deal Slashing India Tariffs to 18%",Financial Post,negative,-0.9141,"The US and India reached a trade agreement cutting tariffs on Indian goods, US President Donald Trump announced, deescalating tensions between the two countries.",https://financialpost.com/pmn/business-pmn/trump-modi-reach-trade-deal-slashing-india-tariffs-to-18
2026-02-02,"AI is coming for rodeo, the last major U.S. sport untouched by analytics - Axios",Slashdot.org,negative,-0.9664,"AI is coming for rodeo, the last major U.S. sport untouched by analyticsAxios...",https://slashdot.org/firehose.pl?op=view&amp;id=180721954
2026-02-02,Filmmaker and DGA president Christopher Nolan addresses growing concerns that threaten Hollywood’s integrity and stability,JoBlo.com,positive,0.95,"Legendary filmmaker and DGA president Christopher Nolan addresses AI, job losses, taxing films made overseas, and more in a formal address.
The post Filmmaker and DGA president Christopher Nolan addresses growing concerns that threaten Hollywood’s integrity a…",https://www.joblo.com/christopher-nolan-dga-concerns/
2026-02-02,"How Manifest v3 forced us to rethink Browser Guard, and why that’s a good thing",Malwarebytes.com,positive,0.9751,Browser Guard still blocks scams and phishing like it always has. But we had to rebuild the way it does that from the ground up.,https://www.malwarebytes.com/blog/inside-malwarebytes/2026/02/how-manifest-v3-forced-us-to-rethink-browser-guard-and-why-thats-a-good-thing
2026-02-02,"Hide your Cronus, hide your XIMs — Call of Duty's anti-cheat team targets third party devices ahead of Black Ops 7 Season 2",Windows Central,negative,-0.9323,Call of Duty: Black Ops 7's Team RICOCHET has announced new changes to anti-cheat security ahead of the launch of Ranked Play and Season 2 coming February 5.,https://www.windowscentral.com/gaming/call-of-duty/black-ops-7-season-2-anti-cheat-update
2026-02-02,"As an uncertain 2026 begins, virtual journeys back to 2016 become a trend",Boston Herald,negative,-0.5128,Millions are sharing throwback photos to that time on social media.,https://www.bostonherald.com/2026/02/02/back-to-2016/
2026-02-02,What we’ve been getting wrong about AI’s truth crisis,MIT Technology Review,negative,-0.9896,"This story originally appeared in The Algorithm, our weekly newsletter on AI. To get stories like this in your inbox first, sign up here. What would it take to convince you that the era of truth decay we were long warned about—where AI content dupes us, shape…",https://www.technologyreview.com/2026/02/02/1132068/what-weve-been-getting-wrong-about-ais-truth-crisis/
2026-02-02,OpenAI launches standalone Codex app for Apple computers,CNBC,negative,-0.7008,OpenAI is trying to win market share from rivals like Anthropic and Cursor as AI coding tools gain in popularity.,https://www.cnbc.com/2026/02/02/openai-codex-app-apple-computers.html
2026-02-02,Mozilla announces switch to disable all Firefox AI features,BleepingComputer,negative,-0.9946,"In response to user feedback on AI integration, Mozilla announced today that the next Firefox release will let users disable AI features entirely or manage them individually. [...]",https://www.bleepingcomputer.com/news/software/mozilla-will-let-you-turn-off-all-firefox-ai-features/
2026-02-02,"How Fashion Brands Are Getting Involved in Super Bowl LX: Oakley, Levi’s and More",WWD,positive,0.9674,Aviator Nation and more brands are capitalizing on the upcoming Super Bowl.,http://wwd.com/pop-culture/culture-news/super-bowl-2026-fashion-collaborations-1238529314/
2026-02-02,ABU VC hails Yusuf’s support for Kano’s industrial revival,The Punch,positive,0.9916,"ABU’s Vice-Chancellor commends Governor Abba Yusuf for his commitment to Kano’s industrial revival, including a N50 million pledge for a tech park.

Read More: https://punchng.com/abu-vc-hails-yusufs-support-for-kanos-industrial-revival/",https://punchng.com/abu-vc-hails-yusufs-support-for-kanos-industrial-revival/
2026-02-02,China finalizes proposed ban on Tesla-style hidden door handles for safety,Electrek,negative,-0.6656,"China has officially moved forward with a proposed ban on flush EV door handles, with an effective date of January 1, 2027. The regulation will force a redesign of many EVs with sleek, electronically-actuated handles, a design popularized by Tesla.



 more…",http://electrek.co/2026/02/02/china-finalizes-proposed-ban-on-tesla-style-hidden-door-handles-for-safety/
2026-02-02,"Global health systems ‘at risk’ as funding cuts bite, warns WHO",UN News,negative,-0.9881,The UN World Health Organization (WHO) warned on Monday that cuts to international aid and persistent funding gaps are undermining the global health system.,https://news.un.org/en/story/2026/02/1166869
